id;date;cost;reason;target
0;2023-11-01;3000.0;Salary;DE5557012136312928416594
1;2023-10-01;3000.0;Salary;DE5557012136312928416594
2;2023-09-01;3000.0;Salary;DE5557012136312928416594
3;2023-08-01;3000.0;Salary;DE5557012136312928416594
4;2023-07-01;3000.0;Salary;DE5557012136312928416594
5;2023-06-01;3000.0;Salary;DE5557012136312928416594
6;2023-05-01;3000.0;Salary;DE5557012136312928416594
7;2023-04-01;3000.0;Salary;DE5557012136312928416594
8;2023-03-01;3000.0;Salary;DE5557012136312928416594
9;2023-02-01;3000.0;Salary;DE5557012136312928416594
10;2023-01-01;3000.0;Salary;DE5557012136312928416594
11;2022-12-01;3000.0;Salary;DE5557012136312928416594
12;2022-11-01;3000.0;Salary;DE5557012136312928416594
13;2022-10-01;3000.0;Salary;DE5557012136312928416594
14;2022-09-01;3000.0;Salary;DE5557012136312928416594
15;2022-08-01;3000.0;Salary;DE5557012136312928416594
16;2022-07-01;3000.0;Salary;DE5557012136312928416594
17;2022-06-01;3000.0;Salary;DE5557012136312928416594
18;2022-05-01;3000.0;Salary;DE5557012136312928416594
19;2022-04-01;3000.0;Salary;DE5557012136312928416594
20;2022-03-01;3000.0;Salary;DE5557012136312928416594
21;2022-02-01;3000.0;Salary;DE5557012136312928416594
22;2022-01-01;3000.0;Salary;DE5557012136312928416594
23;2021-12-01;3000.0;Salary;DE5557012136312928416594
24;2021-11-01;3000.0;Salary;DE5557012136312928416594
25;2021-10-01;3000.0;Salary;DE5557012136312928416594
26;2021-09-01;3000.0;Salary;DE5557012136312928416594
27;2021-08-01;3000.0;Salary;DE5557012136312928416594
28;2021-07-01;3000.0;Salary;DE5557012136312928416594
29;2021-06-01;3000.0;Salary;DE5557012136312928416594
30;2021-05-01;3000.0;Salary;DE5557012136312928416594
31;2021-04-01;3000.0;Salary;DE5557012136312928416594
32;2021-03-01;3000.0;Salary;DE5557012136312928416594
33;2021-02-01;3000.0;Salary;DE5557012136312928416594
34;2021-01-01;3000.0;Salary;DE5557012136312928416594
35;2020-12-01;3000.0;Salary;DE5557012136312928416594
36;2020-11-01;3000.0;Salary;DE5557012136312928416594
37;2020-10-01;3000.0;Salary;DE5557012136312928416594
38;2020-09-01;3000.0;Salary;DE5557012136312928416594
39;2020-08-01;3000.0;Salary;DE5557012136312928416594
40;2020-07-01;3000.0;Salary;DE5557012136312928416594
41;2020-06-01;3000.0;Salary;DE5557012136312928416594
42;2020-05-01;3000.0;Salary;DE5557012136312928416594
43;2020-04-01;3000.0;Salary;DE5557012136312928416594
44;2020-03-01;3000.0;Salary;DE5557012136312928416594
45;2020-02-01;3000.0;Salary;DE5557012136312928416594
46;2020-01-01;3000.0;Salary;DE5557012136312928416594
47;2019-12-01;3000.0;Salary;DE5557012136312928416594
48;2019-11-01;3000.0;Salary;DE5557012136312928416594
49;2019-10-01;3000.0;Salary;DE5557012136312928416594
50;2019-09-01;3000.0;Salary;DE5557012136312928416594
51;2019-08-01;3000.0;Salary;DE5557012136312928416594
52;2019-07-01;3000.0;Salary;DE5557012136312928416594
53;2019-06-01;3000.0;Salary;DE5557012136312928416594
54;2019-05-01;3000.0;Salary;DE5557012136312928416594
55;2019-04-01;3000.0;Salary;DE5557012136312928416594
56;2019-03-01;3000.0;Salary;DE5557012136312928416594
57;2019-02-01;3000.0;Salary;DE5557012136312928416594
58;2019-01-01;3000.0;Salary;DE5557012136312928416594
59;2018-12-01;3000.0;Salary;DE5557012136312928416594
60;2018-11-01;3000.0;Salary;DE5557012136312928416594
61;2018-10-01;3000.0;Salary;DE5557012136312928416594
62;2018-09-01;3000.0;Salary;DE5557012136312928416594
63;2018-08-01;3000.0;Salary;DE5557012136312928416594
64;2018-07-01;3000.0;Salary;DE5557012136312928416594
65;2018-06-01;3000.0;Salary;DE5557012136312928416594
66;2018-05-01;3000.0;Salary;DE5557012136312928416594
67;2018-04-01;3000.0;Salary;DE5557012136312928416594
68;2018-03-01;3000.0;Salary;DE5557012136312928416594
69;2018-02-01;3000.0;Salary;DE5557012136312928416594
70;2018-01-01;3000.0;Salary;DE5557012136312928416594
71;2017-12-01;3000.0;Salary;DE5557012136312928416594
72;2023-11-01;5066.666666666667;Salary;DE9530454711788421971686
73;2023-10-01;5066.666666666667;Salary;DE9530454711788421971686
74;2023-09-01;5066.666666666667;Salary;DE9530454711788421971686
75;2023-08-01;5066.666666666667;Salary;DE9530454711788421971686
76;2023-07-01;5066.666666666667;Salary;DE9530454711788421971686
77;2023-06-01;5066.666666666667;Salary;DE9530454711788421971686
78;2023-05-01;5066.666666666667;Salary;DE9530454711788421971686
79;2023-04-01;5066.666666666667;Salary;DE9530454711788421971686
80;2023-03-01;5066.666666666667;Salary;DE9530454711788421971686
81;2023-02-01;5066.666666666667;Salary;DE9530454711788421971686
82;2023-01-01;5066.666666666667;Salary;DE9530454711788421971686
83;2022-12-01;5066.666666666667;Salary;DE9530454711788421971686
84;2022-11-01;5066.666666666667;Salary;DE9530454711788421971686
85;2022-10-01;5066.666666666667;Salary;DE9530454711788421971686
86;2022-09-01;5066.666666666667;Salary;DE9530454711788421971686
87;2022-08-01;5066.666666666667;Salary;DE9530454711788421971686
88;2022-07-01;5066.666666666667;Salary;DE9530454711788421971686
89;2022-06-01;5066.666666666667;Salary;DE9530454711788421971686
90;2022-05-01;5066.666666666667;Salary;DE9530454711788421971686
91;2022-04-01;5066.666666666667;Salary;DE9530454711788421971686
92;2022-03-01;5066.666666666667;Salary;DE9530454711788421971686
93;2022-02-01;5066.666666666667;Salary;DE9530454711788421971686
94;2022-01-01;5066.666666666667;Salary;DE9530454711788421971686
95;2021-12-01;5066.666666666667;Salary;DE9530454711788421971686
96;2021-11-01;5066.666666666667;Salary;DE9530454711788421971686
97;2021-10-01;5066.666666666667;Salary;DE9530454711788421971686
98;2021-09-01;5066.666666666667;Salary;DE9530454711788421971686
99;2021-08-01;5066.666666666667;Salary;DE9530454711788421971686
100;2021-07-01;5066.666666666667;Salary;DE9530454711788421971686
101;2021-06-01;5066.666666666667;Salary;DE9530454711788421971686
102;2021-05-01;5066.666666666667;Salary;DE9530454711788421971686
103;2021-04-01;5066.666666666667;Salary;DE9530454711788421971686
104;2021-03-01;5066.666666666667;Salary;DE9530454711788421971686
105;2021-02-01;5066.666666666667;Salary;DE9530454711788421971686
106;2021-01-01;5066.666666666667;Salary;DE9530454711788421971686
107;2020-12-01;5066.666666666667;Salary;DE9530454711788421971686
108;2020-11-01;5066.666666666667;Salary;DE9530454711788421971686
109;2020-10-01;5066.666666666667;Salary;DE9530454711788421971686
110;2020-09-01;5066.666666666667;Salary;DE9530454711788421971686
111;2020-08-01;5066.666666666667;Salary;DE9530454711788421971686
112;2020-07-01;5066.666666666667;Salary;DE9530454711788421971686
113;2020-06-01;5066.666666666667;Salary;DE9530454711788421971686
114;2020-05-01;5066.666666666667;Salary;DE9530454711788421971686
115;2020-04-01;5066.666666666667;Salary;DE9530454711788421971686
116;2020-03-01;5066.666666666667;Salary;DE9530454711788421971686
117;2020-02-01;5066.666666666667;Salary;DE9530454711788421971686
118;2020-01-01;5066.666666666667;Salary;DE9530454711788421971686
119;2019-12-01;5066.666666666667;Salary;DE9530454711788421971686
120;2019-11-01;5066.666666666667;Salary;DE9530454711788421971686
121;2019-10-01;5066.666666666667;Salary;DE9530454711788421971686
122;2019-09-01;5066.666666666667;Salary;DE9530454711788421971686
123;2019-08-01;5066.666666666667;Salary;DE9530454711788421971686
124;2019-07-01;5066.666666666667;Salary;DE9530454711788421971686
125;2019-06-01;5066.666666666667;Salary;DE9530454711788421971686
126;2019-05-01;5066.666666666667;Salary;DE9530454711788421971686
127;2019-04-01;5066.666666666667;Salary;DE9530454711788421971686
128;2019-03-01;5066.666666666667;Salary;DE9530454711788421971686
129;2019-02-01;5066.666666666667;Salary;DE9530454711788421971686
130;2019-01-01;5066.666666666667;Salary;DE9530454711788421971686
131;2018-12-01;5066.666666666667;Salary;DE9530454711788421971686
132;2018-11-01;5066.666666666667;Salary;DE9530454711788421971686
133;2018-10-01;5066.666666666667;Salary;DE9530454711788421971686
134;2018-09-01;5066.666666666667;Salary;DE9530454711788421971686
135;2018-08-01;5066.666666666667;Salary;DE9530454711788421971686
136;2018-07-01;5066.666666666667;Salary;DE9530454711788421971686
137;2018-06-01;5066.666666666667;Salary;DE9530454711788421971686
138;2018-05-01;5066.666666666667;Salary;DE9530454711788421971686
139;2018-04-01;5066.666666666667;Salary;DE9530454711788421971686
140;2018-03-01;5066.666666666667;Salary;DE9530454711788421971686
141;2018-02-01;5066.666666666667;Salary;DE9530454711788421971686
142;2018-01-01;5066.666666666667;Salary;DE9530454711788421971686
143;2017-12-01;5066.666666666667;Salary;DE9530454711788421971686
144;2023-11-01;3533.3333333333335;Salary;DE1214240064168770546334
145;2023-10-01;3533.3333333333335;Salary;DE1214240064168770546334
146;2023-09-01;3533.3333333333335;Salary;DE1214240064168770546334
147;2023-08-01;3533.3333333333335;Salary;DE1214240064168770546334
148;2023-07-01;3533.3333333333335;Salary;DE1214240064168770546334
149;2023-06-01;3533.3333333333335;Salary;DE1214240064168770546334
150;2023-05-01;3533.3333333333335;Salary;DE1214240064168770546334
151;2023-04-01;3533.3333333333335;Salary;DE1214240064168770546334
152;2023-03-01;3533.3333333333335;Salary;DE1214240064168770546334
153;2023-02-01;3533.3333333333335;Salary;DE1214240064168770546334
154;2023-01-01;3533.3333333333335;Salary;DE1214240064168770546334
155;2022-12-01;3533.3333333333335;Salary;DE1214240064168770546334
156;2022-11-01;3533.3333333333335;Salary;DE1214240064168770546334
157;2022-10-01;3533.3333333333335;Salary;DE1214240064168770546334
158;2022-09-01;3533.3333333333335;Salary;DE1214240064168770546334
159;2022-08-01;3533.3333333333335;Salary;DE1214240064168770546334
160;2022-07-01;3533.3333333333335;Salary;DE1214240064168770546334
161;2022-06-01;3533.3333333333335;Salary;DE1214240064168770546334
162;2022-05-01;3533.3333333333335;Salary;DE1214240064168770546334
163;2022-04-01;3533.3333333333335;Salary;DE1214240064168770546334
164;2022-03-01;3533.3333333333335;Salary;DE1214240064168770546334
165;2022-02-01;3533.3333333333335;Salary;DE1214240064168770546334
166;2022-01-01;3533.3333333333335;Salary;DE1214240064168770546334
167;2021-12-01;3533.3333333333335;Salary;DE1214240064168770546334
168;2021-11-01;3533.3333333333335;Salary;DE1214240064168770546334
169;2021-10-01;3533.3333333333335;Salary;DE1214240064168770546334
170;2021-09-01;3533.3333333333335;Salary;DE1214240064168770546334
171;2021-08-01;3533.3333333333335;Salary;DE1214240064168770546334
172;2021-07-01;3533.3333333333335;Salary;DE1214240064168770546334
173;2021-06-01;3533.3333333333335;Salary;DE1214240064168770546334
174;2021-05-01;3533.3333333333335;Salary;DE1214240064168770546334
175;2021-04-01;3533.3333333333335;Salary;DE1214240064168770546334
176;2021-03-01;3533.3333333333335;Salary;DE1214240064168770546334
177;2021-02-01;3533.3333333333335;Salary;DE1214240064168770546334
178;2021-01-01;3533.3333333333335;Salary;DE1214240064168770546334
179;2020-12-01;3533.3333333333335;Salary;DE1214240064168770546334
180;2020-11-01;3533.3333333333335;Salary;DE1214240064168770546334
181;2020-10-01;3533.3333333333335;Salary;DE1214240064168770546334
182;2020-09-01;3533.3333333333335;Salary;DE1214240064168770546334
183;2020-08-01;3533.3333333333335;Salary;DE1214240064168770546334
184;2020-07-01;3533.3333333333335;Salary;DE1214240064168770546334
185;2020-06-01;3533.3333333333335;Salary;DE1214240064168770546334
186;2020-05-01;3533.3333333333335;Salary;DE1214240064168770546334
187;2020-04-01;3533.3333333333335;Salary;DE1214240064168770546334
188;2020-03-01;3533.3333333333335;Salary;DE1214240064168770546334
189;2020-02-01;3533.3333333333335;Salary;DE1214240064168770546334
190;2020-01-01;3533.3333333333335;Salary;DE1214240064168770546334
191;2019-12-01;3533.3333333333335;Salary;DE1214240064168770546334
192;2019-11-01;3533.3333333333335;Salary;DE1214240064168770546334
193;2019-10-01;3533.3333333333335;Salary;DE1214240064168770546334
194;2019-09-01;3533.3333333333335;Salary;DE1214240064168770546334
195;2019-08-01;3533.3333333333335;Salary;DE1214240064168770546334
196;2019-07-01;3533.3333333333335;Salary;DE1214240064168770546334
197;2019-06-01;3533.3333333333335;Salary;DE1214240064168770546334
198;2019-05-01;3533.3333333333335;Salary;DE1214240064168770546334
199;2019-04-01;3533.3333333333335;Salary;DE1214240064168770546334
200;2019-03-01;3533.3333333333335;Salary;DE1214240064168770546334
201;2019-02-01;3533.3333333333335;Salary;DE1214240064168770546334
202;2019-01-01;3533.3333333333335;Salary;DE1214240064168770546334
203;2018-12-01;3533.3333333333335;Salary;DE1214240064168770546334
204;2018-11-01;3533.3333333333335;Salary;DE1214240064168770546334
205;2018-10-01;3533.3333333333335;Salary;DE1214240064168770546334
206;2018-09-01;3533.3333333333335;Salary;DE1214240064168770546334
207;2018-08-01;3533.3333333333335;Salary;DE1214240064168770546334
208;2018-07-01;3533.3333333333335;Salary;DE1214240064168770546334
209;2018-06-01;3533.3333333333335;Salary;DE1214240064168770546334
210;2018-05-01;3533.3333333333335;Salary;DE1214240064168770546334
211;2018-04-01;3533.3333333333335;Salary;DE1214240064168770546334
212;2018-03-01;3533.3333333333335;Salary;DE1214240064168770546334
213;2018-02-01;3533.3333333333335;Salary;DE1214240064168770546334
214;2018-01-01;3533.3333333333335;Salary;DE1214240064168770546334
215;2017-12-01;3533.3333333333335;Salary;DE1214240064168770546334
216;2023-11-01;4250.0;Salary;DE7214715146912305488487
217;2023-10-01;4250.0;Salary;DE7214715146912305488487
218;2023-09-01;4250.0;Salary;DE7214715146912305488487
219;2023-08-01;4250.0;Salary;DE7214715146912305488487
220;2023-07-01;4250.0;Salary;DE7214715146912305488487
221;2023-06-01;4250.0;Salary;DE7214715146912305488487
222;2023-05-01;4250.0;Salary;DE7214715146912305488487
223;2023-04-01;4250.0;Salary;DE7214715146912305488487
224;2023-03-01;4250.0;Salary;DE7214715146912305488487
225;2023-02-01;4250.0;Salary;DE7214715146912305488487
226;2023-01-01;4250.0;Salary;DE7214715146912305488487
227;2022-12-01;4250.0;Salary;DE7214715146912305488487
228;2022-11-01;4250.0;Salary;DE7214715146912305488487
229;2022-10-01;4250.0;Salary;DE7214715146912305488487
230;2022-09-01;4250.0;Salary;DE7214715146912305488487
231;2022-08-01;4250.0;Salary;DE7214715146912305488487
232;2022-07-01;4250.0;Salary;DE7214715146912305488487
233;2022-06-01;4250.0;Salary;DE7214715146912305488487
234;2022-05-01;4250.0;Salary;DE7214715146912305488487
235;2022-04-01;4250.0;Salary;DE7214715146912305488487
236;2022-03-01;4250.0;Salary;DE7214715146912305488487
237;2022-02-01;4250.0;Salary;DE7214715146912305488487
238;2022-01-01;4250.0;Salary;DE7214715146912305488487
239;2021-12-01;4250.0;Salary;DE7214715146912305488487
240;2021-11-01;4250.0;Salary;DE7214715146912305488487
241;2021-10-01;4250.0;Salary;DE7214715146912305488487
242;2021-09-01;4250.0;Salary;DE7214715146912305488487
243;2021-08-01;4250.0;Salary;DE7214715146912305488487
244;2021-07-01;4250.0;Salary;DE7214715146912305488487
245;2021-06-01;4250.0;Salary;DE7214715146912305488487
246;2021-05-01;4250.0;Salary;DE7214715146912305488487
247;2021-04-01;4250.0;Salary;DE7214715146912305488487
248;2021-03-01;4250.0;Salary;DE7214715146912305488487
249;2021-02-01;4250.0;Salary;DE7214715146912305488487
250;2021-01-01;4250.0;Salary;DE7214715146912305488487
251;2020-12-01;4250.0;Salary;DE7214715146912305488487
252;2020-11-01;4250.0;Salary;DE7214715146912305488487
253;2020-10-01;4250.0;Salary;DE7214715146912305488487
254;2020-09-01;4250.0;Salary;DE7214715146912305488487
255;2020-08-01;4250.0;Salary;DE7214715146912305488487
256;2020-07-01;4250.0;Salary;DE7214715146912305488487
257;2020-06-01;4250.0;Salary;DE7214715146912305488487
258;2020-05-01;4250.0;Salary;DE7214715146912305488487
259;2020-04-01;4250.0;Salary;DE7214715146912305488487
260;2020-03-01;4250.0;Salary;DE7214715146912305488487
261;2020-02-01;4250.0;Salary;DE7214715146912305488487
262;2020-01-01;4250.0;Salary;DE7214715146912305488487
263;2019-12-01;4250.0;Salary;DE7214715146912305488487
264;2019-11-01;4250.0;Salary;DE7214715146912305488487
265;2019-10-01;4250.0;Salary;DE7214715146912305488487
266;2019-09-01;4250.0;Salary;DE7214715146912305488487
267;2019-08-01;4250.0;Salary;DE7214715146912305488487
